N = 2210	D = 1.00	GnB	10	0	30	157	96	114	10	1	516	91	237	229	617	104	7.089	1
N = 2210	D = 1.04	RTS	13	0	0	0	0	0	0	0	0	0	674	0	1536	0	1.075	1
N = 2210	D = 1.04	GLP	7673	0	0	0	0	0	0	0	558	0	0	0	1652	0	0.800	1
N = 2210	D = 1.04	GnB	9	0	30	169	94	117	10	1	503	91	246	224	603	115	7.081	1
N = 2210	D = 1.08	RTS	26	0	0	0	0	0	0	0	0	0	739	0	1471	0	1.074	1
N = 2210	D = 1.08	GLP	8247	0	0	0	0	0	0	0	490	0	0	0	1720	0	0.754	1
N = 2210	D = 1.08	GnB	5	0	29	179	92	119	10	1	492	90	254	220	591	126	7.066	1
N = 2210	D = 1.12	RTS	14	0	0	0	0	0	0	0	0	0	804	0	1406	0	1.074	1
N = 2210	D = 1.12	GLP	8322	0	0	0	0	0	0	0	422	0	0	0	1788	0	0.707	1
N = 2210	D = 1.12	GnB	5	0	28	189	90	122	10	1	482	90	261	217	580	135	7.054	1
N = 2210	D = 1.16	RTS	13	0	0	0	0	0	0	0	0	0	869	0	1341	0	1.073	1
N = 2210	D = 1.16	GLP	8368	0	0	0	0	0	0	0	354	0	0	0	1856	0	0.661	1
N = 2210	D = 1.16	GnB	349	0	28	197	88	124	10	1	473	89	267	214	570	143	7.045	1
N = 2210	D = 1.20	RTS	14	0	0	0	0	0	0	0	0	0	934	0	1276	0	1.072	1
N = 2210	D = 1.20	GLP	8298	0	0	0	0	0	0	0	287	0	0	0	1923	0	0.616	1
N = 2210	D = 1.20	GnB	5	0	27	205	87	126	9	1	465	89	272	211	562	150	7.032	1
N = 2210	D = 1.24	RTS	14	0	0	0	0	0	0	0	0	0	999	0	1211	0	1.071	1
N = 2210	D = 1.24	GLP	8715	0	0	0	0	0	0	0	219	0	0	0	1991	0	0.570	1
N = 2210	D = 1.24	GnB	347	0	27	211	86	127	9	1	457	88	277	208	554	157	7.025	1
N = 2210	D = 1.44	RTS	9	0	0	0	0	0	0	0	0	0	0	0	2210	0	0.309	1
N = 2210	D = 1.44	GLP	7561	0	0	0	0	0	0	0	0	0	0	0	2210	0	0.309	1
N = 2210	D = 1.44	GnB	3	0	0	0	0	0	0	0	0	0	0	0	2210	0	0.309	1
N = 2808	D = 1.44	RTS	14	0	0	0	0	0	0	0	0	0	1323	0	1485	0	1.103	1
N = 2808	D = 1.44	GLP	8909	0	0	0	0	0	0	0	478	0	0	0	2330	0	0.781	1
N = 2808	D = 1.44	GnB	10	0	32	302	103	170	11	2	545	111	377	252	665	232	7.323	1
N = 3406	D = 1.44	RTS	190	0	0	0	0	0	0	0	0	0	1323	0	2083	0	1.139	1
N = 3406	D = 1.44	GLP	8467	0	0	1059	0	0	17	0	0	0	0	0	2330	0	1.040	1
N = 3406	D = 1.44	GnB	5	0	39	366	125	206	14	3	661	134	458	305	806	281	7.655	1
N = 4004	D = 1.44	RTS	13	0	0	0	0	0	0	0	0	0	1323	0	2330	351	2.234	1
N = 4004	D = 1.44	GLP	8857	0	0	0	0	0	0	0	351	0	1323	0	2330	0	1.525	1
N = 4004	D = 1.44	GnB	5	0	46	431	147	243	16	3	778	158	538	359	948	331	7.985	1
N = 4602	D = 1.44	RTS	26	0	0	136	0	0	0	0	0	0	1323	0	2330	813	2.775	1
N = 4602	D = 1.44	GLP	7931	0	0	949	0	0	0	0	0	0	1323	0	2330	0	1.786	1
N = 4602	D = 1.44	GnB	5	1	53	495	169	279	19	4	894	181	619	413	1090	380	9.413	1
N = 5200	D = 1.44	RTS	14	0	0	734	0	0	0	0	0	0	1323	0	2330	813	2.933	1
N = 5200	D = 1.44	GLP	8300	0	0	1059	0	0	0	0	488	0	1323	0	2330	0	2.287	1
N = 5200	D = 1.44	GnB	5	1	60	560	191	315	21	4	1010	205	699	466	1231	429	9.740	1
N = 5798	D = 1.44	RTS	13	0	0	1059	0	0	0	0	0	0	1323	273	2330	813	3.570	1
N = 5798	D = 1.44	GLP	7710	0	0	1059	0	0	0	0	1086	0	1323	0	2330	0	2.729	1
N = 5798	D = 1.44	GnB	5	1	67	624	213	352	24	5	1126	229	780	520	1373	479	10.074	1
N = 6396	D = 1.44	RTS	98	0	0	1059	0	0	0	0	0	0	1323	871	2330	813	3.771	1
N = 6396	D = 1.44	GLP	7594	0	0	1059	0	0	0	0	1684	0	1323	0	2330	0	3.170	1
N = 6396	D = 1.44	GnB	5	1	74	689	235	388	26	5	1242	252	860	574	1515	528	10.401	1
N = 6994	D = 1.44	RTS	14	0	0	1059	0	0	0	0	198	388	1323	883	2330	813	5.006	1
N = 6994	D = 1.44	GLP	8127	0	0	1059	0	0	0	0	1399	0	1323	883	2330	0	3.716	1
N = 6994	D = 1.44	GnB	5	1	81	753	257	425	29	6	1359	276	941	628	1656	578	10.736	1
N = 7592	D = 1.44	RTS	102	0	0	1059	0	0	0	0	796	388	1323	883	2330	813	5.448	1
N = 7592	D = 1.44	GLP	8928	0	0	1059	86	0	0	0	1911	0	1323	883	2330	0	4.644	1
N = 7592	D = 1.44	GnB	5	1	88	817	279	461	31	6	1475	300	1021	681	1798	627	11.062	1
N = 8190	D = 1.44	RTS	14	0	0	1059	0	0	0	0	1394	388	1323	883	2330	813	5.889	1
N = 8190	D = 1.44	GLP	8062	0	0	1059	0	0	0	0	1782	0	1323	883	2330	813	5.203	1
N = 8190	D = 1.44	GnB	5	1	95	882	300	497	34	7	1591	323	1102	735	1940	677	11.392	1
N = 8788	D = 1.44	RTS	14	0	0	1059	0	81	0	0	1911	388	1323	883	2330	813	7.188	1
N = 8788	D = 1.44	GLP	8491	0	0	1059	0	469	0	0	1911	0	1323	883	2330	813	6.715	1
N = 8788	D = 1.44	GnB	339	2	102	946	322	534	36	7	1707	347	1182	789	2081	726	12.243	1
