N = 1512	D = 1.44	GnB	4	4	475	270	76	353	51	281	4.557	1
N = 1834	D = 1.44	RTS	9	0	1479	0	0	355	0	0	1.356	1
N = 1834	D = 1.44	GLP	7803	0	0	0	0	1100	0	734	1.071	1
N = 1834	D = 1.44	GnB	4	5	576	327	92	428	62	341	4.693	1
N = 2156	D = 1.44	RTS	9	0	1479	0	0	677	0	0	1.416	1
N = 2156	D = 1.44	GLP	7683	0	0	0	181	1100	0	875	1.337	1
N = 2156	D = 1.44	GnB	4	5	678	385	108	504	73	401	4.804	1
N = 2478	D = 1.44	RTS	10	0	1479	0	0	999	0	0	1.476	1
N = 2478	D = 1.44	GLP	7380	0	1479	0	0	999	0	0	1.476	1
N = 2478	D = 1.44	GnB	4	6	779	442	124	579	83	460	4.936	1
N = 2800	D = 1.44	RTS	9	0	1479	0	0	1100	0	221	1.986	1
N = 2800	D = 1.44	GLP	7304	0	1479	0	221	1100	0	0	1.736	1
N = 2800	D = 1.44	GnB	4	7	880	500	140	654	94	520	5.072	1
N = 3122	D = 1.44	RTS	9	0	1479	0	0	1100	0	543	2.096	1
N = 3122	D = 1.44	GLP	7325	0	1479	0	0	1100	0	543	2.096	1
N = 3122	D = 1.44	GnB	4	8	982	557	157	730	105	580	5.209	1
N = 3444	D = 1.44	RTS	9	0	1479	0	0	1100	0	865	2.205	1
N = 3444	D = 1.44	GLP	7166	0	1479	0	0	1100	0	865	2.205	1
N = 3444	D = 1.44	GnB	4	9	1083	615	173	805	116	640	5.345	1
N = 3766	D = 1.44	RTS	9	0	1479	312	0	1100	0	875	3.159	1
N = 3766	D = 1.44	GLP	7309	0	1479	312	0	1100	0	875	3.159	1
N = 3766	D = 1.44	GnB	4	10	1184	672	189	880	127	700	5.481	1
N = 4088	D = 1.44	RTS	9	0	1479	634	0	1100	0	875	3.283	1
N = 4088	D = 1.44	GLP	6680	0	1479	634	0	1100	0	875	3.283	1
N = 4088	D = 1.44	GnB	4	11	1286	730	205	955	138	760	5.618	1
N = 4410	D = 1.44	RTS	9	0	1479	840	116	1100	0	875	3.541	1
N = 4410	D = 1.44	GLP	7225	0	1479	840	116	1100	0	875	3.541	1
N = 4410	D = 1.44	GnB	4	12	1387	787	221	1031	149	820	5.754	1
N = 4732	D = 1.44	RTS(G)	2	12	1488	845	238	1106	160	880	5.865	0
N = 4732	D = 1.44	GLP(G)	2	12	1488	845	238	1106	160	880	5.865	0
N = 4732	D = 1.44	GnB(G)	2	12	1488	845	238	1106	160	880	5.865	0
