N = 1020	D = 1.00	GnB	3	362	27	56	10	551	11	2.156	1
N = 1020	D = 1.04	RTS	7	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.04	GLP	6967	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.04	GnB	3	365	27	56	10	548	11	2.156	1
N = 1020	D = 1.08	RTS	7	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.08	GLP	7083	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.08	GnB	4	369	27	55	10	545	11	2.151	1
N = 1020	D = 1.12	RTS	7	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.12	GLP	6877	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.12	GnB	4	372	27	55	10	542	11	2.151	1
N = 1020	D = 1.16	RTS	11	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.16	GLP	6687	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.16	GnB	4	375	27	55	10	540	11	2.151	1
N = 1020	D = 1.20	RTS	9	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.20	GLP	6743	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.20	GnB	3	378	26	54	10	537	11	2.146	1
N = 1020	D = 1.24	RTS	7	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.24	GLP	6781	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.24	GnB	3	381	26	54	10	535	11	2.146	1
N = 1020	D = 1.44	RTS	7	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.44	GLP	6663	1020	0	0	0	0	0	0.647	1
N = 1020	D = 1.44	GnB	3	391	26	53	10	526	11	2.141	1
N = 1296	D = 1.44	RTS	8	1296	0	0	0	0	0	0.694	1
N = 1296	D = 1.44	GLP	6766	1296	0	0	0	0	0	0.694	1
N = 1296	D = 1.44	GnB	4	497	33	67	12	669	14	2.349	1
N = 1572	D = 1.44	RTS	9	1572	0	0	0	0	0	0.741	1
N = 1572	D = 1.44	GLP	6892	1572	0	0	0	0	0	0.741	1
N = 1572	D = 1.44	GnB	4	603	40	82	15	811	17	2.572	1
N = 1848	D = 1.44	RTS	8	0	0	0	0	1848	0	0.961	1
N = 1848	D = 1.44	GLP	6936	0	0	0	0	1848	0	0.961	1
N = 1848	D = 1.44	GnB	4	709	48	96	18	954	20	2.791	1
N = 2124	D = 1.44	RTS	8	0	0	0	0	2124	0	1.047	1
N = 2124	D = 1.44	GLP	6826	0	0	0	0	2124	0	1.047	1
N = 2124	D = 1.44	GnB	4	815	55	111	21	1096	23	3.014	1
N = 2400	D = 1.44	RTS	8	1591	107	0	0	702	0	1.449	1
N = 2400	D = 1.44	GLP	7044	1591	0	0	0	809	0	1.381	1
N = 2400	D = 1.44	GnB	4	921	62	125	23	1239	26	3.222	1
N = 2676	D = 1.44	RTS	9	1591	107	0	0	978	0	1.535	1
N = 2676	D = 1.44	GLP	16672	1591	0	0	0	1085	0	1.467	1
N = 2676	D = 1.44	GnB	3	1027	69	140	26	1381	30	3.466	1
N = 2952	D = 1.44	RTS	7	1591	107	0	0	1254	0	1.621	1
N = 2952	D = 1.44	GLP	6723	1591	0	0	0	1361	0	1.553	1
N = 2952	D = 1.44	GnB	3	1133	76	154	29	1523	33	3.685	1
N = 3228	D = 1.44	RTS	9	1591	107	0	0	1530	0	1.707	1
N = 3228	D = 1.44	GLP	7133	1591	0	0	0	1637	0	1.639	1
N = 3228	D = 1.44	GnB	3	1239	84	169	32	1666	36	3.909	1
N = 3504	D = 1.44	RTS	8	1591	107	0	0	1806	0	1.794	1
N = 3504	D = 1.44	GLP	6735	1591	0	0	0	1913	0	1.725	1
N = 3504	D = 1.44	GnB	3	1345	91	183	34	1808	39	4.116	1
N = 3780	D = 1.44	RTS	9	1591	107	0	0	2082	0	1.880	1
N = 3780	D = 1.44	GLP	7065	1591	107	0	0	2082	0	1.880	1
N = 3780	D = 1.44	GnB	3	1451	98	198	37	1951	42	4.340	1
N = 4056	D = 1.44	RTS	8	1591	107	217	2	2139	0	2.964	1
N = 4056	D = 1.44	GLP	6899	1591	107	217	2	2139	0	2.964	1
N = 4056	D = 1.44	GnB	4	1557	105	212	40	2093	45	4.559	1
