N = 2160	D = 1.44	GLP	8011	0	657	0	0	0	0	0	1503	0	0	1.498	1
N = 2160	D = 1.44	GnB	4	1	214	65	512	4	419	159	555	96	132	4.800	1
N = 2620	D = 1.44	RTS	14	0	657	0	0	0	0	486	1477	0	0	1.689	1
N = 2620	D = 1.44	GLP	7513	0	657	0	0	0	0	486	1477	0	0	1.689	1
N = 2620	D = 1.44	GnB	4	2	260	79	621	4	509	192	673	116	160	5.180	1
N = 3080	D = 1.44	RTS	12	0	657	0	0	0	0	486	1699	238	0	2.104	1
N = 3080	D = 1.44	GLP	7613	0	657	0	0	0	0	486	1699	238	0	2.104	1
N = 3080	D = 1.44	GnB	5	2	306	93	730	5	598	226	791	136	188	5.525	1
N = 3540	D = 1.44	RTS	12	0	657	0	404	0	0	486	1699	294	0	2.914	1
N = 3540	D = 1.44	GLP	7797	0	657	0	698	0	0	486	1699	0	0	2.703	1
N = 3540	D = 1.44	GnB	4	2	351	106	839	6	688	260	909	157	216	5.865	1
N = 4000	D = 1.44	RTS	13	0	657	0	864	0	0	486	1699	294	0	3.172	1
N = 4000	D = 1.44	GLP	7418	0	657	0	1158	0	0	486	1699	0	0	2.961	1
N = 4000	D = 1.44	GnB	4	3	397	120	948	7	777	294	1027	177	244	6.262	1
N = 4460	D = 1.44	RTS	13	0	657	0	1324	0	0	486	1699	294	0	3.429	1
N = 4460	D = 1.44	GLP	8089	0	657	0	1324	0	0	486	1699	294	0	3.429	1
N = 4460	D = 1.44	GnB	4	3	443	134	1057	8	866	328	1146	198	272	6.608	1
N = 4920	D = 1.44	RTS	13	0	657	0	1568	0	216	486	1699	294	0	4.454	1
N = 4920	D = 1.44	GLP	7694	0	657	0	1568	0	0	486	1699	294	216	4.056	1
N = 4920	D = 1.44	GnB	4	4	488	148	1166	9	956	362	1264	218	300	7.006	1
N = 5380	D = 1.44	RTS	12	0	657	0	1568	0	676	486	1699	294	0	4.871	1
N = 5380	D = 1.44	GLP	7282	0	657	0	1568	0	970	486	1699	0	0	4.763	1
N = 5380	D = 1.44	GnB	4	4	534	162	1275	10	1045	396	1382	239	328	7.352	1
N = 5840	D = 1.44	RTS	13	0	657	0	1568	0	1136	486	1699	294	0	5.289	1
N = 5840	D = 1.44	GLP	7597	0	657	0	1568	0	1136	486	1699	294	0	5.289	1
N = 5840	D = 1.44	GnB	4	4	580	176	1384	11	1135	429	1500	259	357	7.699	1
N = 6300	D = 1.44	RTS	12	0	657	0	1568	0	1285	486	1699	294	311	6.000	1
N = 6300	D = 1.44	GLP	7298	0	657	0	1568	0	1285	486	1699	294	311	6.000	1
N = 6300	D = 1.44	GnB	4	5	625	190	1493	11	1224	463	1618	280	385	8.078	1
N = 6760	D = 1.44	RTS(G)	4	5	671	204	1603	12	1313	497	1737	300	413	8.424	0
N = 6760	D = 1.44	GLP(G)	2	5	671	204	1603	12	1313	497	1737	300	413	8.424	0
N = 6760	D = 1.44	GnB(G)	2	5	671	204	1603	12	1313	497	1737	300	413	8.424	0
