N = 2040	D = 1.16	GLP	14246	0	1220	0	0	820	0	0	0	0	0	0	0	0.622	1
N = 2040	D = 1.16	GnB	10	6	539	408	15	293	5	74	72	200	7	416	1	4.410	1
N = 2040	D = 1.20	RTS	22	0	0	0	0	817	0	0	0	0	0	1223	0	0.956	1
N = 2040	D = 1.20	GLP	14255	0	1168	0	0	872	0	0	0	0	0	0	0	0.618	1
N = 2040	D = 1.20	GnB	9	6	534	411	15	297	5	74	71	197	7	417	1	4.409	1
N = 2040	D = 1.24	RTS	22	0	0	0	0	759	0	0	0	0	0	1281	0	0.947	1
N = 2040	D = 1.24	GLP	15944	0	1116	0	0	924	0	0	0	0	0	0	0	0.614	1
N = 2040	D = 1.24	GnB	9	6	529	414	15	301	6	74	70	195	6	417	1	4.423	1
N = 2040	D = 1.44	RTS	24	0	0	0	0	467	0	0	0	0	0	1573	0	0.900	1
N = 2040	D = 1.44	GLP	14824	0	0	603	0	1184	0	0	253	0	0	0	0	0.569	1
N = 2040	D = 1.44	GnB	9	6	511	425	14	317	6	75	67	186	6	421	1	4.419	1
N = 2592	D = 1.44	RTS	23	0	0	0	0	1019	0	0	0	0	0	1573	0	1.014	1
N = 2592	D = 1.44	GLP	13972	0	1408	0	0	1184	0	0	0	0	0	0	0	0.752	1
N = 2592	D = 1.44	GnB	9	7	649	540	19	402	8	95	86	236	8	534	1	4.656	1
N = 3144	D = 1.44	RTS	24	0	0	0	0	1184	0	0	0	387	0	1573	0	1.726	1
N = 3144	D = 1.44	GLP	14498	0	1910	0	0	1184	0	0	50	0	0	0	0	0.916	1
N = 3144	D = 1.44	GnB	9	9	787	655	23	488	10	115	104	287	10	648	2	5.022	1
N = 3696	D = 1.44	RTS	23	0	243	0	0	1184	0	0	0	696	0	1573	0	1.969	1
N = 3696	D = 1.44	GLP	16227	0	1910	349	0	1184	0	0	253	0	0	0	0	1.121	1
N = 3696	D = 1.44	GnB	9	11	926	770	27	574	12	135	122	337	12	762	2	5.282	1
N = 4248	D = 1.44	RTS	22	0	795	0	0	1184	0	0	0	696	0	1573	0	2.130	1
N = 4248	D = 1.44	GLP	14398	0	1910	901	0	1184	0	0	253	0	0	0	0	1.338	1
N = 4248	D = 1.44	GnB	9	13	1064	885	31	660	13	156	141	388	14	876	2	5.526	1
N = 4800	D = 1.44	RTS	22	0	1347	0	0	1184	0	0	0	696	0	1573	0	2.290	1
N = 4800	D = 1.44	GLP	14192	0	1910	1453	0	1184	0	0	253	0	0	0	0	1.556	1
N = 4800	D = 1.44	GnB	9	14	1203	1000	35	746	15	176	159	438	16	990	3	5.864	1
N = 5352	D = 1.44	RTS	22	0	1899	0	0	1184	0	0	0	696	0	1573	0	2.450	1
N = 5352	D = 1.44	GLP	14489	0	1910	432	0	1184	0	0	253	0	0	1573	0	1.957	1
N = 5352	D = 1.44	GnB	10	16	1341	1115	39	831	17	196	178	489	18	1104	3	6.125	1
N = 5904	D = 1.44	RTS	24	0	1910	288	0	1184	0	0	253	696	0	1573	0	2.653	1
N = 5904	D = 1.44	GLP	16471	0	1910	984	0	1184	0	0	253	0	0	1573	0	2.174	1
N = 5904	D = 1.44	GnB	9	18	1479	1230	43	917	19	217	196	539	19	1218	3	6.382	1
N = 6456	D = 1.44	RTS	23	0	1910	840	0	1184	0	0	253	696	0	1573	0	2.870	1
N = 6456	D = 1.44	GLP	15185	0	1910	1536	0	1184	0	0	253	0	0	1573	0	2.391	1
N = 6456	D = 1.44	GnB	5	19	1618	1345	47	1003	20	237	214	589	21	1332	4	6.702	1
N = 7008	D = 1.44	RTS	12	0	1910	1392	0	1184	0	0	253	696	0	1573	0	3.087	1
N = 7008	D = 1.44	GLP	7316	0	1910	1392	0	1184	0	0	253	696	0	1573	0	3.087	1
N = 7008	D = 1.44	GnB	5	21	1756	1460	51	1089	22	257	233	640	23	1446	4	6.963	1
N = 7560	D = 1.44	RTS	12	0	1910	1588	51	1184	0	280	253	696	25	1573	0	4.467	1
N = 7560	D = 1.44	GLP	7473	0	1910	1588	51	1184	0	280	253	696	25	1573	0	4.467	1
N = 7560	D = 1.44	GnB	5	23	1894	1575	55	1174	24	278	251	690	25	1560	4	7.224	1
N = 8112	D = 1.44	RTS(G)	3	24	2033	1690	59	1260	26	298	269	741	27	1674	5	7.562	0
N = 8112	D = 1.44	GLP(G)	3	24	2033	1690	59	1260	26	298	269	741	27	1674	5	7.562	0
N = 8112	D = 1.44	GnB(G)	3	24	2033	1690	59	1260	26	298	269	741	27	1674	5	7.562	0
